nft_id,program_id,disease,intervention,owner_id,status,mint_date,transfer_count,qaly_value
NFT-002650,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-07-15 12:57:48.863148,0,0.0013
NFT-002651,ST2,Stunting,Therapeutic Food,Department,active,2025-02-09 12:57:48.863148,1,0.0013
NFT-002652,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-31 12:57:48.863148,2,0.0013
NFT-002653,ST2,Stunting,Therapeutic Food,Dr. Drum,transferred,2025-05-13 12:57:48.863148,3,0.0013
NFT-002654,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-30 12:57:48.863148,3,0.0013
NFT-002655,ST2,Stunting,Therapeutic Food,Department,active,2024-11-04 12:57:48.863148,3,0.0013
NFT-002656,ST2,Stunting,Therapeutic Food,NGO,transferred,2025-04-02 12:57:48.863148,3,0.0013
NFT-002657,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-02-11 12:57:48.863148,3,0.0013
NFT-002658,ST2,Stunting,Therapeutic Food,Department,active,2025-03-10 12:57:48.863148,1,0.0013
NFT-002659,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-03-28 12:57:48.863148,2,0.0013
NFT-002660,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2025-05-03 12:57:48.863148,0,0.0013
NFT-002661,ST2,Stunting,Therapeutic Food,Dr. Drum,transferred,2024-07-07 12:57:48.863148,1,0.0013
NFT-002662,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-01-06 12:57:48.863148,1,0.0013
NFT-002663,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-06-11 12:57:48.863148,3,0.0013
NFT-002664,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-10-23 12:57:48.863148,3,0.0013
NFT-002665,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-02-09 12:57:48.863148,1,0.0013
NFT-002666,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-10-06 12:57:48.863148,0,0.0013
NFT-002667,ST2,Stunting,Therapeutic Food,NUH,transferred,2024-09-09 12:57:48.863148,3,0.0013
NFT-002668,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-07-04 12:57:48.863148,3,0.0013
NFT-002669,ST2,Stunting,Therapeutic Food,Department,active,2025-01-03 12:57:48.863148,0,0.0013
NFT-002670,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-09-09 12:57:48.863148,0,0.0013
NFT-002671,ST2,Stunting,Therapeutic Food,Dr. Williams,transferred,2024-10-24 12:57:48.863148,2,0.0013
NFT-002672,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-08-02 12:57:48.863148,0,0.0013
NFT-002673,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-06-20 12:57:48.863148,0,0.0013
NFT-002674,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-04 12:57:48.863148,1,0.0013
NFT-002675,ST2,Stunting,Therapeutic Food,NUH,transferred,2025-06-04 12:57:48.863148,0,0.0013
NFT-002676,ST2,Stunting,Therapeutic Food,Dr. Williams,transferred,2024-11-27 12:57:48.863148,3,0.0013
NFT-002677,ST2,Stunting,Therapeutic Food,NGO,active,2025-04-23 12:57:48.863148,0,0.0013
NFT-002678,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-12-06 12:57:48.863148,0,0.0013
NFT-002679,ST2,Stunting,Therapeutic Food,Department,active,2024-11-03 12:57:48.863148,0,0.0013
NFT-002680,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-11-19 12:57:48.863148,0,0.0013
NFT-002681,ST2,Stunting,Therapeutic Food,Department,active,2024-11-06 12:57:48.863148,2,0.0013
NFT-002682,ST2,Stunting,Therapeutic Food,Dr. Drum,transferred,2024-06-26 12:57:48.863148,0,0.0013
NFT-002683,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-25 12:57:48.863148,0,0.0013
NFT-002684,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-02-28 12:57:48.863148,2,0.0013
NFT-002685,ST2,Stunting,Therapeutic Food,NUH,active,2024-11-14 12:57:48.863148,1,0.0013
NFT-002686,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-27 12:57:48.863148,1,0.0013
NFT-002687,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-12-15 12:57:48.863148,1,0.0013
NFT-002688,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-03-03 12:57:48.863148,2,0.0013
NFT-002689,ST2,Stunting,Therapeutic Food,NUH,active,2024-07-21 12:57:48.863148,3,0.0013
NFT-002690,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-05-12 12:57:48.863148,3,0.0013
NFT-002691,ST2,Stunting,Therapeutic Food,MOH,active,2025-01-27 12:57:48.863148,3,0.0013
NFT-002692,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-09-06 12:57:48.863148,2,0.0013
NFT-002693,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-06-06 12:57:48.863148,3,0.0013
NFT-002694,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-05-11 12:57:48.863148,2,0.0013
NFT-002695,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-04-03 12:57:48.863148,3,0.0013
NFT-002696,ST2,Stunting,Therapeutic Food,Dr. Drum,transferred,2024-07-20 12:57:48.863148,2,0.0013
NFT-002697,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-04-12 12:57:48.863148,2,0.0013
NFT-002698,ST2,Stunting,Therapeutic Food,MOH,active,2024-06-21 12:57:48.863148,3,0.0013
NFT-002699,ST2,Stunting,Therapeutic Food,NUH,transferred,2024-11-07 12:57:48.863148,2,0.0013
NFT-002700,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-07-03 12:57:48.863148,3,0.0013
NFT-002701,ST2,Stunting,Therapeutic Food,Department,active,2025-01-22 12:57:48.863148,3,0.0013
NFT-002702,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-15 12:57:48.863148,0,0.0013
NFT-002703,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-06-17 12:57:48.863148,3,0.0013
NFT-002704,ST2,Stunting,Therapeutic Food,Department,active,2024-09-27 12:57:48.863148,2,0.0013
NFT-002705,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-02-05 12:57:48.863148,1,0.0013
NFT-002706,ST2,Stunting,Therapeutic Food,Department,active,2024-09-04 12:57:48.863148,0,0.0013
NFT-002707,ST2,Stunting,Therapeutic Food,NUH,active,2024-12-13 12:57:48.863148,3,0.0013
NFT-002708,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-02 12:57:48.863148,1,0.0013
NFT-002709,ST2,Stunting,Therapeutic Food,NGO,active,2024-08-21 12:57:48.863148,2,0.0013
NFT-002710,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-09-14 12:57:48.863148,3,0.0013
NFT-002711,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-18 12:57:48.863148,1,0.0013
NFT-002712,ST2,Stunting,Therapeutic Food,NUH,transferred,2025-01-24 12:57:48.863148,0,0.0013
NFT-002713,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-03-23 12:57:48.863148,0,0.0013
NFT-002714,ST2,Stunting,Therapeutic Food,NUH,active,2025-05-28 12:57:48.863148,3,0.0013
NFT-002715,ST2,Stunting,Therapeutic Food,NGO,active,2025-04-16 12:57:48.863148,0,0.0013
NFT-002716,ST2,Stunting,Therapeutic Food,MOH,active,2024-11-21 12:57:48.863148,3,0.0013
NFT-002717,ST2,Stunting,Therapeutic Food,Department,active,2024-07-14 12:57:48.863148,3,0.0013
NFT-002718,ST2,Stunting,Therapeutic Food,Department,active,2024-06-28 12:57:48.863148,0,0.0013
NFT-002719,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-09-20 12:57:48.863148,2,0.0013
NFT-002720,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-04-18 12:57:48.863148,3,0.0013
NFT-002721,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-08-12 12:57:48.863148,3,0.0013
NFT-002722,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-08-20 12:57:48.863148,0,0.0013
NFT-002723,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-01-05 12:57:48.863148,0,0.0013
NFT-002724,ST2,Stunting,Therapeutic Food,NGO,active,2025-05-25 12:57:48.863148,1,0.0013
NFT-002725,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-08-05 12:57:48.863148,0,0.0013
NFT-002726,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-09-28 12:57:48.863148,2,0.0013
NFT-002727,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-02-12 12:57:48.863148,1,0.0013
NFT-002728,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-11-14 12:57:48.863148,1,0.0013
NFT-002729,ST2,Stunting,Therapeutic Food,Department,active,2025-03-02 12:57:48.863148,2,0.0013
NFT-002730,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-11-06 12:57:48.863148,0,0.0013
NFT-002731,ST2,Stunting,Therapeutic Food,Department,transferred,2025-02-22 12:57:48.863148,0,0.0013
NFT-002732,ST2,Stunting,Therapeutic Food,Department,active,2025-05-28 12:57:48.863148,3,0.0013
NFT-002733,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-12-26 12:57:48.863148,1,0.0013
NFT-002734,ST2,Stunting,Therapeutic Food,NGO,active,2024-06-09 12:57:48.863148,1,0.0013
NFT-002735,ST2,Stunting,Therapeutic Food,Department,active,2024-07-07 12:57:48.863148,3,0.0013
NFT-002736,ST2,Stunting,Therapeutic Food,Department,active,2024-10-02 12:57:48.863148,3,0.0013
NFT-002737,ST2,Stunting,Therapeutic Food,Dr. Drum,transferred,2024-08-07 12:57:48.863148,0,0.0013
NFT-002738,ST2,Stunting,Therapeutic Food,Department,active,2025-01-06 12:57:48.863148,3,0.0013
NFT-002739,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-08-18 12:57:48.863148,3,0.0013
NFT-002740,ST2,Stunting,Therapeutic Food,MOH,active,2025-01-11 12:57:48.863148,3,0.0013
NFT-002741,ST2,Stunting,Therapeutic Food,NUH,active,2024-06-08 12:57:48.863148,1,0.0013
NFT-002742,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-02-07 12:57:48.863148,3,0.0013
NFT-002743,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-09-30 12:57:48.863148,2,0.0013
NFT-002744,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-12-17 12:57:48.863148,3,0.0013
NFT-002745,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-11-07 12:57:48.863148,3,0.0013
NFT-002746,ST2,Stunting,Therapeutic Food,NUH,transferred,2024-12-26 12:57:48.863148,3,0.0013
NFT-002747,ST2,Stunting,Therapeutic Food,Department,active,2024-11-30 12:57:48.863148,2,0.0013
NFT-002748,ST2,Stunting,Therapeutic Food,NGO,active,2025-02-03 12:57:48.863148,3,0.0013
NFT-002749,ST2,Stunting,Therapeutic Food,NUH,active,2024-09-01 12:57:48.863148,3,0.0013
NFT-002750,ST2,Stunting,Therapeutic Food,Department,active,2025-04-14 12:57:48.863148,1,0.0013
NFT-002751,ST2,Stunting,Therapeutic Food,Department,active,2025-04-03 12:57:48.863148,0,0.0013
NFT-002752,ST2,Stunting,Therapeutic Food,NUH,transferred,2025-03-08 12:57:48.863148,0,0.0013
NFT-002753,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2025-03-09 12:57:48.863148,3,0.0013
NFT-002754,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-07-31 12:57:48.863148,3,0.0013
NFT-002755,ST2,Stunting,Therapeutic Food,MOH,active,2024-12-17 12:57:48.863148,1,0.0013
NFT-002756,ST2,Stunting,Therapeutic Food,MOH,active,2025-05-25 12:57:48.863148,2,0.0013
NFT-002757,ST2,Stunting,Therapeutic Food,NUH,transferred,2025-05-21 12:57:48.863148,2,0.0013
NFT-002758,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-05-14 12:57:48.863148,2,0.0013
NFT-002759,ST2,Stunting,Therapeutic Food,NUH,active,2025-01-25 12:57:48.863148,3,0.0013
NFT-002760,ST2,Stunting,Therapeutic Food,NUH,active,2025-01-15 12:57:48.863148,2,0.0013
NFT-002761,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-06-21 12:57:48.863148,2,0.0013
NFT-002762,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-07-12 12:57:48.863148,0,0.0013
NFT-002763,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-10-31 12:57:48.864148,1,0.0013
NFT-002764,ST2,Stunting,Therapeutic Food,MOH,transferred,2025-06-01 12:57:48.864148,3,0.0013
NFT-002765,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2025-03-13 12:57:48.864148,2,0.0013
NFT-002766,ST2,Stunting,Therapeutic Food,NGO,active,2024-06-22 12:57:48.864148,2,0.0013
NFT-002767,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-01-05 12:57:48.864148,1,0.0013
NFT-002768,ST2,Stunting,Therapeutic Food,NUH,active,2024-12-22 12:57:48.864148,1,0.0013
NFT-002769,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-03-18 12:57:48.864148,0,0.0013
NFT-002770,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-10-14 12:57:48.864148,1,0.0013
NFT-002771,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-12 12:57:48.864148,1,0.0013
NFT-002772,ST2,Stunting,Therapeutic Food,MOH,transferred,2024-10-06 12:57:48.864148,1,0.0013
NFT-002773,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-01-20 12:57:48.864148,2,0.0013
NFT-002774,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-10-02 12:57:48.864148,3,0.0013
NFT-002775,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-02-12 12:57:48.864148,3,0.0013
NFT-002776,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-11-23 12:57:48.864148,1,0.0013
NFT-002777,ST2,Stunting,Therapeutic Food,NGO,active,2024-09-18 12:57:48.864148,0,0.0013
NFT-002778,ST2,Stunting,Therapeutic Food,MOH,active,2024-07-18 12:57:48.864148,0,0.0013
NFT-002779,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-08-17 12:57:48.864148,3,0.0013
NFT-002780,ST2,Stunting,Therapeutic Food,Admin Team,transferred,2025-04-27 12:57:48.864148,2,0.0013
NFT-002781,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-12-26 12:57:48.864148,2,0.0013
NFT-002782,ST2,Stunting,Therapeutic Food,NGO,active,2024-11-11 12:57:48.864148,0,0.0013
NFT-002783,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-10-10 12:57:48.864148,1,0.0013
NFT-002784,ST2,Stunting,Therapeutic Food,NUH,active,2024-12-23 12:57:48.864148,1,0.0013
NFT-002785,ST2,Stunting,Therapeutic Food,Department,active,2025-06-03 12:57:48.864148,3,0.0013
NFT-002786,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-07-22 12:57:48.864148,2,0.0013
NFT-002787,ST2,Stunting,Therapeutic Food,Department,transferred,2024-10-12 12:57:48.864148,2,0.0013
NFT-002788,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-02-19 12:57:48.864148,1,0.0013
NFT-002789,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-12-27 12:57:48.864148,0,0.0013
NFT-002790,ST2,Stunting,Therapeutic Food,MOH,active,2024-07-27 12:57:48.864148,0,0.0013
NFT-002791,ST2,Stunting,Therapeutic Food,Department,active,2024-07-29 12:57:48.864148,2,0.0013
NFT-002792,ST2,Stunting,Therapeutic Food,MOH,active,2025-04-10 12:57:48.864148,1,0.0013
NFT-002793,ST2,Stunting,Therapeutic Food,MOH,transferred,2025-05-03 12:57:48.864148,1,0.0013
NFT-002794,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-12-02 12:57:48.864148,0,0.0013
NFT-002795,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-10-20 12:57:48.864148,2,0.0013
NFT-002796,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-04 12:57:48.864148,0,0.0013
NFT-002797,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-03-21 12:57:48.864148,3,0.0013
NFT-002798,ST2,Stunting,Therapeutic Food,NGO,active,2025-04-16 12:57:48.864148,1,0.0013
NFT-002799,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-10-11 12:57:48.864148,1,0.0013
NFT-002800,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-07-28 12:57:48.864148,0,0.0013
NFT-002801,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-05-03 12:57:48.864148,1,0.0013
NFT-002802,ST2,Stunting,Therapeutic Food,NUH,active,2025-03-18 12:57:48.864148,3,0.0013
NFT-002803,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-11-27 12:57:48.864148,2,0.0013
NFT-002804,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-06-27 12:57:48.864148,2,0.0013
NFT-002805,ST2,Stunting,Therapeutic Food,Department,active,2024-11-15 12:57:48.864148,3,0.0013
NFT-002806,ST2,Stunting,Therapeutic Food,NGO,active,2024-09-05 12:57:48.864148,1,0.0013
NFT-002807,ST2,Stunting,Therapeutic Food,NUH,active,2024-12-14 12:57:48.864148,1,0.0013
NFT-002808,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-31 12:57:48.864148,3,0.0013
NFT-002809,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-04-11 12:57:48.864148,1,0.0013
NFT-002810,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-06-30 12:57:48.864148,0,0.0013
NFT-002811,ST2,Stunting,Therapeutic Food,NUH,active,2024-10-18 12:57:48.864148,1,0.0013
NFT-002812,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-07-25 12:57:48.864148,2,0.0013
NFT-002813,ST2,Stunting,Therapeutic Food,NUH,active,2024-11-18 12:57:48.864148,2,0.0013
NFT-002814,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-01-09 12:57:48.864148,2,0.0013
NFT-002815,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-10-01 12:57:48.864148,2,0.0013
NFT-002816,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-06-14 12:57:48.864148,3,0.0013
NFT-002817,ST2,Stunting,Therapeutic Food,Department,active,2025-05-19 12:57:48.864148,3,0.0013
NFT-002818,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-12-01 12:57:48.864148,1,0.0013
NFT-002819,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-10-25 12:57:48.864148,1,0.0013
NFT-002820,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-08-21 12:57:48.864148,0,0.0013
NFT-002821,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-07-23 12:57:48.864148,2,0.0013
NFT-002822,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-01-12 12:57:48.864148,0,0.0013
NFT-002823,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-11-10 12:57:48.864148,1,0.0013
NFT-002824,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-04-19 12:57:48.864148,2,0.0013
NFT-002825,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2025-05-27 12:57:48.864148,2,0.0013
NFT-002826,ST2,Stunting,Therapeutic Food,Department,active,2024-09-03 12:57:48.864148,1,0.0013
NFT-002827,ST2,Stunting,Therapeutic Food,MOH,active,2025-02-18 12:57:48.864148,3,0.0013
NFT-002828,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-10-22 12:57:48.864148,2,0.0013
NFT-002829,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-11-23 12:57:48.864148,1,0.0013
NFT-002830,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-05-30 12:57:48.864148,2,0.0013
NFT-002831,ST2,Stunting,Therapeutic Food,Department,active,2024-11-12 12:57:48.864148,0,0.0013
NFT-002832,ST2,Stunting,Therapeutic Food,Admin Team,active,2024-08-05 12:57:48.864148,2,0.0013
NFT-002833,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-09-08 12:57:48.864148,1,0.0013
NFT-002834,ST2,Stunting,Therapeutic Food,NUH,active,2024-07-06 12:57:48.864148,2,0.0013
NFT-002835,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-03-06 12:57:48.864148,2,0.0013
NFT-002836,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-12-01 12:57:48.864148,0,0.0013
NFT-002837,ST2,Stunting,Therapeutic Food,Admin Team,transferred,2024-10-25 12:57:48.864148,3,0.0013
NFT-002838,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2025-04-06 12:57:48.864148,3,0.0013
NFT-002839,ST2,Stunting,Therapeutic Food,Dr. Williams,transferred,2025-02-07 12:57:48.864148,0,0.0013
NFT-002840,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-04-12 12:57:48.864148,0,0.0013
NFT-002841,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-09-07 12:57:48.864148,2,0.0013
NFT-002842,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-01-17 12:57:48.864148,2,0.0013
NFT-002843,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-09-07 12:57:48.864148,1,0.0013
NFT-002844,ST2,Stunting,Therapeutic Food,Department,active,2024-09-21 12:57:48.864148,0,0.0013
NFT-002845,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-07-27 12:57:48.864148,2,0.0013
NFT-002846,ST2,Stunting,Therapeutic Food,NGO,active,2025-01-22 12:57:48.864148,2,0.0013
NFT-002847,ST2,Stunting,Therapeutic Food,NUH,active,2024-11-20 12:57:48.864148,1,0.0013
NFT-002848,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-01-07 12:57:48.864148,3,0.0013
NFT-002849,ST2,Stunting,Therapeutic Food,Admin Team,active,2025-04-13 12:57:48.864148,0,0.0013
NFT-002850,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-07-31 12:57:48.864148,2,0.0013
NFT-002851,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-04-08 12:57:48.864148,0,0.0013
NFT-002852,ST2,Stunting,Therapeutic Food,Department,active,2025-01-14 12:57:48.864148,0,0.0013
NFT-002853,ST2,Stunting,Therapeutic Food,Department,active,2024-07-19 12:57:48.864148,2,0.0013
NFT-002854,ST2,Stunting,Therapeutic Food,MOH,active,2024-08-21 12:57:48.864148,2,0.0013
NFT-002855,ST2,Stunting,Therapeutic Food,MOH,active,2024-07-16 12:57:48.864148,1,0.0013
NFT-002856,ST2,Stunting,Therapeutic Food,Department,transferred,2024-11-30 12:57:48.864148,1,0.0013
NFT-002857,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-12-07 12:57:48.864148,1,0.0013
NFT-002858,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-06-28 12:57:48.864148,1,0.0013
NFT-002859,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-06-21 12:57:48.864148,2,0.0013
NFT-002860,ST2,Stunting,Therapeutic Food,MOH,active,2025-05-24 12:57:48.864148,3,0.0013
NFT-002861,ST2,Stunting,Therapeutic Food,MOH,transferred,2025-04-11 12:57:48.864148,2,0.0013
NFT-002862,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-05-13 12:57:48.864148,2,0.0013
NFT-002863,ST2,Stunting,Therapeutic Food,Department,active,2024-09-05 12:57:48.864148,2,0.0013
NFT-002864,ST2,Stunting,Therapeutic Food,NUH,active,2025-03-18 12:57:48.864148,0,0.0013
NFT-002865,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-07-08 12:57:48.864148,1,0.0013
NFT-002866,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-09-01 12:57:48.864148,2,0.0013
NFT-002867,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-04-10 12:57:48.864148,3,0.0013
NFT-002868,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-12-28 12:57:48.864148,3,0.0013
NFT-002869,ST2,Stunting,Therapeutic Food,NGO,active,2024-07-12 12:57:48.864148,0,0.0013
NFT-002870,ST2,Stunting,Therapeutic Food,Department,transferred,2024-12-25 12:57:48.864148,0,0.0013
NFT-002871,ST2,Stunting,Therapeutic Food,NGO,active,2025-02-15 12:57:48.864148,0,0.0013
NFT-002872,ST2,Stunting,Therapeutic Food,Department,transferred,2024-07-28 12:57:48.864148,1,0.0013
NFT-002873,ST2,Stunting,Therapeutic Food,NUH,active,2024-08-02 12:57:48.864148,2,0.0013
NFT-002874,ST2,Stunting,Therapeutic Food,Department,active,2024-06-18 12:57:48.864148,1,0.0013
NFT-002875,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-03-21 12:57:48.864148,1,0.0013
NFT-002876,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-05-02 12:57:48.864148,2,0.0013
NFT-002877,ST2,Stunting,Therapeutic Food,Dr. Williams,transferred,2025-02-23 12:57:48.864148,0,0.0013
NFT-002878,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-09-24 12:57:48.865148,3,0.0013
NFT-002879,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2024-09-20 12:57:48.865148,0,0.0013
NFT-002880,ST2,Stunting,Therapeutic Food,MOH,active,2024-07-10 12:57:48.865148,1,0.0013
NFT-002881,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-04-05 12:57:48.865148,0,0.0013
NFT-002882,ST2,Stunting,Therapeutic Food,NGO,transferred,2024-08-06 12:57:48.865148,0,0.0013
NFT-002883,ST2,Stunting,Therapeutic Food,NUH,active,2024-12-07 12:57:48.865148,2,0.0013
NFT-002884,ST2,Stunting,Therapeutic Food,MOH,active,2024-11-07 12:57:48.865148,0,0.0013
NFT-002885,ST2,Stunting,Therapeutic Food,Dr. Johnson,transferred,2024-12-06 12:57:48.865148,0,0.0013
NFT-002886,ST2,Stunting,Therapeutic Food,Department,active,2025-01-19 12:57:48.865148,3,0.0013
NFT-002887,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2025-03-27 12:57:48.865148,2,0.0013
NFT-002888,ST2,Stunting,Therapeutic Food,Department,active,2024-07-17 12:57:48.865148,0,0.0013
NFT-002889,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2024-06-15 12:57:48.865148,1,0.0013
NFT-002890,ST2,Stunting,Therapeutic Food,MOH,active,2025-01-20 12:57:48.865148,3,0.0013
NFT-002891,ST2,Stunting,Therapeutic Food,NUH,transferred,2024-12-07 12:57:48.865148,2,0.0013
NFT-002892,ST2,Stunting,Therapeutic Food,Dr. Drum,active,2025-05-27 12:57:48.865148,3,0.0013
NFT-002893,ST2,Stunting,Therapeutic Food,Dr. Williams,active,2025-01-17 12:57:48.865148,1,0.0013
NFT-002894,ST2,Stunting,Therapeutic Food,Dr. Johnson,active,2024-07-26 12:57:48.865148,0,0.0013
NFT-002895,ST2,Stunting,Therapeutic Food,MOH,transferred,2024-08-27 12:57:48.865148,1,0.0013
NFT-002896,ST2,Stunting,Therapeutic Food,MOH,active,2024-11-30 12:57:48.865148,0,0.0013
